comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"А, областните управители, които Вие назначихте?",https://www.dnes.bg/a/1-bulgaria/717442-emil-dechev-kmetove-se-opitvat-da-vazdeystvat-varhu-izborniya-protses,Емил Дечев: Кметове се опитват да въздействат върху изборния процес,Неутрален,0.78,скептицизъм,Негативен,0.86,възмущение,Негативен,0.86,възмущение
"Ало Дечев , ясно си личи с колко си завършил , та да не знаеш че съдът определя дали даден човек е купувал гласове или не! Но фактите говорят неумолимо , колкото и да се хвалиш с увеличените проценти , няма нито едно решение на съда , което да потвърждава думите ти! А стана ясно че НПО на Сорос , в частност ПП/ДБ, ССБ , АКФ и ред други установяват цялата власт в страната , стс свое МВР и свои началник служби! Така честни избори не се правят от нелегитимен кабинет , преследващ само политическите",https://www.dnes.bg/a/1-bulgaria/717442-emil-dechev-kmetove-se-opitvat-da-vazdeystvat-varhu-izborniya-protses,Емил Дечев: Кметове се опитват да въздействат върху изборния процес,Негативен,0.92,гняв,Негативен,0.86,възмущение,Негативен,0.86,възмущение
"Наздраве министър Узо! Вашето МВР, още 9 дни! Шарлатани гнили!",https://www.dnes.bg/a/1-bulgaria/717442-emil-dechev-kmetove-se-opitvat-da-vazdeystvat-varhu-izborniya-protses,Емил Дечев: Кметове се опитват да въздействат върху изборния процес,Негативен,0.96,гняв,Негативен,0.86,възмущение,Негативен,0.86,възмущение
"ППДБ: Най ни е кеф с наше МВР, че да си правим ала-бала. После сглобка с Радев. Нашите избиратели ПАК ще ни простят",https://www.dnes.bg/a/1-bulgaria/717442-emil-dechev-kmetove-se-opitvat-da-vazdeystvat-varhu-izborniya-protses,Емил Дечев: Кметове се опитват да въздействат върху изборния процес,Негативен,0.86,сарказъм,Негативен,0.86,възмущение,Негативен,0.86,възмущение
"МИЛИЦИОНЕРА, ЗАЩО НЕ КАЗВАШ ЧЕ РЕШЕТНИКОВ ВЛИЯЕ НА ИЗБОРИТЕ, МНОГО ПОВЕЧЕ ОТ НЕКАКЪВ КМЕТ НА СЕЛО С 5 ЖИТЕЛИ",https://www.dnes.bg/a/1-bulgaria/717442-emil-dechev-kmetove-se-opitvat-da-vazdeystvat-varhu-izborniya-protses,Емил Дечев: Кметове се опитват да въздействат върху изборния процес,Негативен,0.92,гняв,Негативен,0.86,възмущение,Негативен,0.86,възмущение
кметовете от герб ли са,https://www.dnes.bg/a/1-bulgaria/717442-emil-dechev-kmetove-se-opitvat-da-vazdeystvat-varhu-izborniya-protses,Емил Дечев: Кметове се опитват да въздействат върху изборния процес,Неутрален,0.95,любопитство,Негативен,0.86,възмущение,Негативен,0.86,възмущение
хамаляха грух грух,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Неутрален,0.82,неутралност,Негативен,0.86,тревога,Негативен,0.86,тревога
Почти парадоксално е престъпник санкциониран по закона Магнитски да сезира Конгреса на САЩ и да иска помощ от скъпите ни американски приятели ! Като в поговорката .,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.86,възмущение,Негативен,0.86,тревога,Негативен,0.86,тревога
Защо трябва да бъде информиран конгресът на САЩ и то от човек в списъка Магнитски?,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.78,недоверие,Негативен,0.86,тревога,Негативен,0.86,тревога
"Явно са здраво са ударени мутрите дпс,щом квичът толкова.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.88,презрение,Негативен,0.86,тревога,Негативен,0.86,тревога
Крадеца вика дръжте крадеца.,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.82,възмущение,Негативен,0.86,тревога,Негативен,0.86,тревога
Абе Свинекомплекс Родопа няма ли да сезират.,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.72,недоволство,Негативен,0.86,тревога,Негативен,0.86,тревога
Колко трябва да си нагъл за да предприемеш това!,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.96,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"До: анонимен 29 По принцип бих се съгласил с теб, но само ако беше споменал и напъните на ППДБ по всички възможни линии по света и у нас. Така ще бъде честно, нали?",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.72,раздразнение,Негативен,0.86,тревога,Негативен,0.86,тревога
Няма такива нагляри като ДПС,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.95,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"Не конгреса а Магнитски,да сезира шиши.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.72,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"Това не е сериозно .Поставят държавата България в много неловко положение пред света . В крайан сметка , ако сме общество изобщо не трябва думичка да има за купуване на избори , а министъра е редно да говори с имена .Трябва цялото общество да знае виновниците , да бъдат заклеймени и ако трябва да не се допускат до избори . Няма нужда целия свят да се занимава кирливите ризи на някой местен бабаит",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.95,възмущение,Негативен,0.86,тревога,Негативен,0.86,тревога
"Какво общо има Конгреса на САЩ с нашите ***!? Дебелян *** защото му хващат купувачите на гласове и му развалят рахатлъка и бройката в НС, която си е заплюл. Пък и кинтите му прибират, та е много на минус.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.96,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"Самнкционирания от САЩ се оплаква на САЩ . Той банкова сметка няма право да ползва съобразно санкциите , тръгнал да се навира . Хич няма хабер ,че го приключиха ,ама не знам дали му казаха .",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.92,презрение,Негативен,0.86,тревога,Негативен,0.86,тревога
Мачкайте МВР. Нормалните хора са с вас,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.78,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"Воят на намагнитената говновозка ***,е симфония за сетивата на аудиторията. Префугажда си краят и ***.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.82,отвращение,Негативен,0.86,тревога,Негативен,0.86,тревога
Той Радев като беше при Карбовски каза : Пеевски беше до тук .Приключи . Това му бяха думите .,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Неутрален,0.72,решителност,Негативен,0.86,тревога,Негативен,0.86,тревога
Приемат се сигнали на POP_ Armenia. com,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Неутрален,0.95,неутралност,Негативен,0.86,тревога,Негативен,0.86,тревога
"Прасчо усети,че му точат ножа и почна да ***. Трябваше по-рано за Коледа да го заколим,че направи много мръсотии.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.92,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"пеевски се жалва пред целия свят, че не може да пазарува гласове ли?...",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.88,сарказъм,Негативен,0.86,тревога,Негативен,0.86,тревога
"Ха ха ха господин ""магнитски"" се оплаквал от МВР и то на кой? На тези които го намагнитизираха за корупция. То цялата му тъй наречена партия,е една криминална структура. А 200 000 евро за купуване на гласове оплакал ли се е,че са му ги конфискували?",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.95,презрение,Негативен,0.86,тревога,Негативен,0.86,тревога
"До: *** Този изтъркан от месеци уж лаф, с който се гордеете, а всъщност е едно голяма нищо, показва единствено тоталната ви ментална недостатъчност. Факт.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.98,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
И да си купят криви макарони!,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.78,раздразнение,Негативен,0.86,тревога,Негативен,0.86,тревога
"Моля,другарко,не ми дават да купувам изборите",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.78,недоволство,Негативен,0.86,тревога,Негативен,0.86,тревога
"Да сезират още папата, вселенският патриарх, мюфтията на Мека, арменският поп и далай-лама. Без тяхното съдействие няма да стане!",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.82,раздразнение,Негативен,0.86,тревога,Негативен,0.86,тревога
Е АНТИБЪЛГАРСКА ПАРТИЯ,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.9,гняв,Негативен,0.78,тревога,Негативен,0.78,тревога
Що бе ? Страхуват ли ви ?,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.72,провокация,Негативен,0.86,тревога,Негативен,0.86,тревога
Щом прасето квииичи значи всичко е наред- идва му реда на пангара.,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.78,злорадство,Негативен,0.86,тревога,Негативен,0.86,тревога
кажи за кои да гласуваме и се мотивираи,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Неутрален,0.92,неутралност,Негативен,0.86,тревога,Негативен,0.86,тревога
Щом прасето *** значи всичко е наред- идва му реда на пангара.,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.82,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
При висока избирателна активност Тиквата и Пра се то умират. Затова всички излезте и гласувайте на 19-ти.,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.72,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
няма да те извадят от списъка магнитски не се обаждаи повече и се скрии някъдети си позор за българия,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.98,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"...така се правят избори с ""наше МВР ""! Педроханци надминава по наглост и бруталност , даже и комунистите ! Изпълняват поръчка , затова и ги натресоха във властта!",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.96,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
Говори Пиг Брадър! Обявяваме пълна победа за прасетата над хората! Прасета Победа! Това е Новият Световен Свински Ред! Грух Хайл Тортелини!,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.82,триумф,Негативен,0.86,тревога,Негативен,0.86,тревога
"Не знаех, че изборите у нас са в правомощията на американския конгрес.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.76,раздразнение,Негативен,0.86,тревога,Негативен,0.86,тревога
"Дебелия, ако вземе по-малко от 10% ще бъде ликвидиран намомента.",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.96,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
"Брех и на ерменския поп да се обадят и на Ким Чен, крадеца вика хванете крадеца..",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.88,възмущение,Негативен,0.86,тревога,Негативен,0.86,тревога
ДПС Е АНТИКОНСТИТУЦИОННА ПАРТИЯ,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.92,гняв,Негативен,0.86,тревога,Негативен,0.86,тревога
Хелзинкски комплекс.,https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Неутрален,0.92,неутралност,Негативен,0.86,тревога,Негативен,0.86,тревога
"А, арменският поп сезирахте ли?",https://www.dnes.bg/a/1-bulgaria/717441-dps-sezira-evropeyski-institutsii-i-kongresa-na-sasht-za-gruba-namesa-na-mvr-v-izborniya-protses,ДПС сезира европейски институции и Конгреса на САЩ за груба намеса на МВР в изборния процес,Негативен,0.65,ирония,Негативен,0.86,тревога,Негативен,0.86,тревога
Да живее Боташ! Сега малко ала-бала с машините и взимам властта!,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.72,сарказъм,Негативен,0.78,тревога,Негативен,0.78,тревога
"За съжаление Румен Радев вече е ""хванат"" от Шиши! В следващия парламент двамата ""хванати"" послушници, Радев и Борисов, ще бъдят принудени да управляват в коалиция и ще изпълняват всичко което им каже Шиши! Запомнете този пост!",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.95,гняв,Негативен,0.78,тревога,Негативен,0.78,тревога
"Някой някога бил ли е спиран на улицата за да го попитат нещо тези соросоидниРисърчъри? Някой бил ли е допитван по телефон, имейл или по какъвто и да е друг начин? Мен лично никога никой не ме е питал, нито съм вижал да питат някого нещо или познавам някой който е питан. Моля ако има някой, нека пише тук. Иначе сеИЗСИРАМ в дзурлята на нелаФъшкията за поредната гнусна пропаганда на тоя демон.",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.98,гняв,Негативен,0.78,тревога,Негативен,0.78,тревога
"фараоня 0.2, гело 0.8, тошка 0.99, тъкмо да няма субсидия, както и мумията не искаше!",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.68,раздразнение,Негативен,0.78,тревога,Негативен,0.78,тревога
"еххх, де късмет шиши да е втори, пеперунгелите на 4,1%, копеейката 3,99%...",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.72,сарказъм,Негативен,0.78,тревога,Негативен,0.78,тревога
"Другаре, построивме за 50 години половин магистрала, ммм, Хемус значи. За следващите 50 години ще построим цяла магистрала.",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.86,разочарование,Негативен,0.78,тревога,Негативен,0.78,тревога
"Фалшива агенция, фалшиви прогнози",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.98,недоверие,Негативен,0.78,тревога,Негативен,0.78,тревога
"Който гласува за Румен Радев, значи е съгласен с договора Боташ и България да плаща всеки ден по милион на Турция! Толкова ли сме богати? Заслужава ли човек, който ни натресе този срамен договор, да бъде избран за депутат?! Абсурдно е!",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.96,гняв,Негативен,0.78,тревога,Негативен,0.78,тревога
"Совите не са това, което са! 33% за ***!?! Вероятно е платил на совите, лошо е ако се е добрал до машините с опълченците на Петрохан и умник Гюро!",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.86,възмущение,Негативен,0.78,тревога,Негативен,0.78,тревога
До: БанкеръВеличие няма да ги огрее парламента!,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.78,злорадство,Негативен,0.78,тревога,Негативен,0.78,тревога
"Колкото и да лъжете, няма да промените нагласите на българите! Когато Волен Сидеров навремето влезе с 12% в парламента, същите тия му даваха 2,8%. Който киха парички на социолозите него го слагат на челните места! Със закон трябва да се забранят тези проучвания! Вредни са колкото и хазарта и едва ли някой им вярва.",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.95,гняв,Негативен,0.78,тревога,Негативен,0.78,тревога
"Моите прогнози са Радев 20,Герб19,ПП 15,ДПС12,Възраждане8,Виличие7,Меч4,5,БСП3,ИТН3,АПС2,Сияние 1 и т.н.Все пак активиста на ГЕРБ ще вземе субсидийка.",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Неутрален,0.62,ирония,Негативен,0.78,тревога,Негативен,0.78,тревога
"Що се излагате ,бре ?! Поне 333 пурцента ще спечели другаря на другарите :))) Машалла!",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.86,подигравка,Негативен,0.78,тревога,Негативен,0.78,тревога
"Аз мисля, че Румен Боташев ще има 99,9% от всички гласували. Най-хубавото тепърва предстои.",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Позитивен,0.96,оптимизъм,Негативен,0.78,тревога,Негативен,0.78,тревога
Къде е Величие бе платени мекерета????? Кво сияние бе хахахаха,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.95,гняв,Негативен,0.78,тревога,Негативен,0.78,тревога
"Не 33,5 %, а НАД 99,5 % е подкрепата за другаря Радев !",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.74,ирония,Негативен,0.78,тревога,Негативен,0.78,тревога
"Тази прогноза е по-вярна - с 2% е завишен рейтинга на ПБ, с 2,5-3% този на ГЕРБ, останалите са близки до истината. ИТН и БСП ще отпаднат - ИТН заради честите непремерени изказвания на Тошко Африкански в НС, а БСП - заради продажността на Зафиров и компания.",https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.82,разочарование,Негативен,0.78,тревога,Негативен,0.78,тревога
Язе ще гласувам за другаря Петроханов.,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Позитивен,0.65,подкрепа,Негативен,0.78,тревога,Негативен,0.78,тревога
С Боташ напред!,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Позитивен,0.86,ентусиазъм,Негативен,0.78,тревога,Негативен,0.78,тревога
Старите комунисти с помощта на саксийните си комсомолци се опитват да направят рестарт *** кръглата маса и да раздадат пак виртуално куфарчетата на избраните си роднини.,https://www.dnes.bg/a/1-bulgaria/717372-sova-haris-pri-izbori-dnes-335-podkrepyat-radev-19-gerb-pp-db-112,"""Сова Харис"" при избори днес: 33,5% подкрепят Радев, 19% ГЕРБ, ПП-ДБ - 11,2%",Негативен,0.92,гняв,Негативен,0.78,тревога,Негативен,0.78,тревога
