comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"До коментар #53 от ""разни джензита"": Браво, добре казано.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Позитивен,0.95,одобрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #51 от ""Сталин"": На парапета е, ама с Белобрадова.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Неутрален,0.68,ирония,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Тази защо не ходи като връстничките си да се дyмка някъде, какво разбира от политика това недopазумение...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.98,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Някой нагло-саксонец е искал да бодне хубавата славянка Анна Бодакова , но вече свърши тая. Няма вече пресни П@тенца за коалицията епщайн. Коментиран от #93",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.88,гняв,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #92 от ""Право е момичето"": Я не знам тоа що го пишат с П.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Неутрален,0.86,недоумение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
Тая знае ли какво е това кохорта? Аман от учили недоучили! Коментиран от #99,https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.95,раздразнение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
Тя избрала да остане баце... НАГНЕЗДИЛА СЕ ЗА ПАРТИЕН СЕКРЕТАР ОЩЕ НА 20 ГОДИНИ! ама избрала да остане! Помните ли едно Дебело момче как започна кариерата си на държавна мутра - на 20 години стана партиен секретар и разнасяше кафета в парламента. Е тия младите Зет-джендърчета ще ви оправят окончателно. ... и тази е пак поне завършила имат едни още без образование Коментиран от #97,https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.96,гняв,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Къде беше досега ,че да не оправиш.....Слава на Господ,че те открихме.....Тази ще ни оправи вече:)))))))))))))",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Позитивен,0.86,радост,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #95 от ""ДрайвингПлежър"": Като е завършила?! Масово такива завършили като нея не могат да разделят на две магарета купчина сено. А онези другите са още по-зле, това е ясно. Коментиран от #112",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.95,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Нито един подкрепящ я коментар? Тази слугинка на козилата май никой не успя да излъже. А ние, какви сме та сме кохорта? Пешаци, костенурка... тя каква кохорта е? Много грамотна и учена фръцла. Дано да не е някоя обида тая кохорта. Уж се мазни, а обижда кохортата недна.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.96,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #94 от ""Денчо"": Думата е употребена правилно, във второто й значение: ""множество, тълпа"". Друг е въпросът, че това второ значение има пейоративен оттенък и щерката на Марин Бодаков не се посвенява в това да я изплюе публично. Голямата глупост, която е пльоснала барабар с тази дразнеща дума, е малоумното твърдение как "" Данните от преди протеста показват, че моето поколение гласува също колкото всяка една възрастова кохорта в България."" / всъщност, статистиките са унищожително противоположни - най-активна е ""кохортата"" 60+, втора е групата ""31-60"", а кохортата ""18-30"" не е кохорта, а кохортичка/. Диагнозата е ясна - поредната личност, която не успява да формулира някаква смислена идея е заявила мерак да формулира ""политики"" на парламентарно ниво. Смях😂",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.94,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Браво ! Бюлетина номер 7 , за да имат бъдеще децата ни .",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Позитивен,0.92,надежда,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Точно това имах предвид за кохортата. Запомнила една дума и вижте колко съм начетена. Поне може да чете и пише, Киро тъпото и това не можеше.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.95,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Окуражавано беше и поколението на вашите родители, но Онзи отгоре гледа...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Неутрален,0.55,назидателност,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #81 от ""Хмм"": Относно предложението й за перспективата как да накара младите да останат в България, независимо от коя кохорта са. Много военно и нееднозначно звучи това """"кохорта"" Коментиран от #105",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.68,скептицизъм,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Не е лошо родителите й да й кажат, че ако преди 1989 пътуванията зад граница, възможностите за работа бяха позволени, много българи щяха да го правят и тогава!Кухина!Абсолютна кухина..съвременен комсомолски секретар повлиян от партийният секретар Асен! Коментиран от #113",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.94,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #103 от ""Ама нищо не разясни"": Тази дума се употребява често в по-широк смисъл. Кохортата е рота в римската пехота, но днес думата е придобила смисъл на група от хора с общи идеи и цел. Трябва да се отбележи, че става дума за малък брой хора, а не за симпатизантите на цяла една политическа сила.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Неутрален,0.92,спокойствие,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"е най гнусната партия, с най гнусните и лъжливи шарлатани. Коментиран от #108",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.99,отвращение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
Това е някакъв майтап,https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.78,раздразнение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #106 от ""ПП и ДБ"": Никога няма да забравя гнусния език на чалгаджийската партия, високомерието им, когато им връчиха мандата, както и предателството към техните симпатизанти. Давам им палмата на първенството! Второто място е за чалнатите и техния лидер, който се излага всеки път, когато си отвори устата... Коментиран от #114",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.96,гняв,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Явно и тя е образована от ,,учител,, от Илинденче назначен без да е учител-любимец на Вечната Янка...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.86,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #11 от ""Факти"": Имащите мозък участват в Зелената лотария на САЩ, чуят ли българска реч бягат надалеч в случай че искат да преуспеят в живота",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.92,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #48 от ""Данко Харсъзина"": Демек питаш чия щерка е ли,дансаджийска или мвр-то...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.72,ирония,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #97 от ""И какво"": Делян Пеевски е едва 19 годишен и току-що завършил средно образование и без никакъв житейски опит когато го назначават директор на най-голямото пристанище в България ,татко му е бивш началник на ДАНС а майка му знаете коя е...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.82,възмущение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #104 от ""......"": Маята дансаджийска...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.62,презрение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #108 от ""лицемери и циркаджии"": Никой не лъже повече от тях.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.95,гняв,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #71 от ""След Освобождението"": Има ли разлика между истината ти мръсна с немити зъбки и ампула ректума ти,например...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.98,гняв,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #19 от ""Киро съм"": 😁.............",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Позитивен,0.78,радост,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"До коментар #71 от ""След Освобождението"": Има ли разлика между устичката ти мръсна с немити зъбки и ампула ректума ти,например...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.98,отвращение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
---- ДА СИ СПОМНИМ -- КОМСОМОЛСКИТЕ АКТИВИСТИ --КАРИЕРИСТИ !?!?!?!?!?!?!?!?,https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.82,възмущение,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Брао бе, хора с нулев опит и жълто около устата искат да ни управляват. До къде я докарахме...",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.95,разочарование,Позитивен,0.65,надежда,Неутрален,0.62,надежда
Видно е защо оставаш. Вече си в големите фекалии и пари. Що да заминаваш ? И аз нямаше да слугувам във френски Алпи ако рода ми е бил политикантски и с пари.,https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.92,негодувание,Позитивен,0.65,надежда,Неутрален,0.62,надежда
"Поне я забременете там из калабалъка. Хубави майченски ще взема и после до пенсия може да ходи из партии в патламента. Но то пък кой там да свърши полезна работа за приръста? Страхотен стаж-била съм депутат и бях на протест. Личи си , че трябва спешно да освободите от присъствие като много скъпи и безполезни поне 120 депутата. Няма кой да ви хрантути вече и само заеми борчове трупате на малцината оставащи тук въпреки това , че не са политици. Превърнахте лъжа ,кражба и политиканстване в наѝ - доходната професия изпреварваѝки наѝ-древната. Партийни мафиотски ОПГ-та на субсидии и петцифрени заплати без краденото.",https://fakti.bg/bulgaria/1046533-pokolenieto-mi-beshe-okurajavano-da-zamine-23-godishnata-anna-bodakova-izbira-da-ostane-v-balgaria,„Поколението ми беше окуражавано да замине“: 23-годишната Анна Бодакова избира да остане в България,Негативен,0.98,гняв,Позитивен,0.65,надежда,Неутрален,0.62,надежда
Дреме ми на коприненитепрашки!,https://fakti.bg/bulgaria/1046514-slug-for-change,ЦИК назначава Секционните комисии извън страната,Негативен,0.86,безразличие,Неутрален,0.92,спокойствие,Неутрален,0.92,спокойствие
"ЦИК , с установени и доказани куп измами ще ги назначава , от сега се размирисва .",https://fakti.bg/bulgaria/1046514-slug-for-change,ЦИК назначава Секционните комисии извън страната,Негативен,0.95,гняв,Неутрален,0.92,спокойствие,Неутрален,0.92,спокойствие
"До коментар #1 от ""Последния Софиянец"": Костя и Цончовците са проект и рожба на простата Тиква Борисов и герберските крадци. Коментиран от #10 , #227 , #228",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.95,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Къде се е чуло и видяло, роб ""да се договаря"" с Господаря си?!?",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.92,възмущение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"пълни глупости и пополистки изказвания прави този човек,руснаците обявиха публично че няма нефт ,няма газ,няма нищо за не приятелски настроени държави,имат си пазар и то по голям от европейския Коментиран от #20 , #223",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.92,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #7 от ""оня с питон.я"": Хич не ми е важна Украйна. Отдавна ги разбарах и хич не харесвам никакви хомосоветикуси. Щом е СССР не струва. Само прибалтийците що годе стават. Коментиран от #213 , #214",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.92,презрение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Ходи в Русия там си седи и си плямпай колкото искаш,",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.88,раздразнение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #10 от ""оня с питон.я"": Костя и партийката му са финансирани от Борисов и Пеевски. Костя гласува, както му наредят Дебелите. Коментиран от #82 , #222",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.86,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Никакво гласуване за евроатлантици, педофили и подобни психопати военолюбци обслужващи украинските и еврейските нацисти! Възраждане е най-българската партия и е единствената защитаваща интереса на българите. Коментиран от #22 , #215",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.92,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #13 от ""коко"": Кой тоя пазар? Антарктида? Куба? Ура щели да карат втори танкер с петрол в Куба. Куба щяла да им го плати някъде към 2500 година.",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.86,сарказъм,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Отиди се споразумей,но никога не се завръщай тук,продажник! Коментиран от #27 , #138",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.96,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #19 от ""Мирослав"": Да... откога циганите станаха българи? Откакто правешкият Ром управлява НРБто 35 години.",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.94,презрение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
руските еничари?,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.72,презрение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #21 от ""Даниел"": Какво ще се споразумее това, цинге? Тръмп го беше поканил? Оказа се, че тия покани се купуват с хиляди. Дали въобще взе виза и ходи, никой не разбра. Също в Москва ходи, разходи се на Червения площад и се прибра. Ни при Путин го пуснаха, ни при Медведев с водката. Пълен смях - турист! Коментиран от #55",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.93,подигравка,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #26 от ""Любо"": Какво? На всички ли ще им направиш оралка?",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.92,подигравка,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Те и галите на Версенжеторикс са искали да се договорят с Римската империя и Цезар , ама накрая са изяли всички дървото и са пратени по арените с лъвовете. С Империя не можеш да се договаряш Костадинов...... историята го е доказвала винаги.",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.86,разочарование,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
Ходи се запиши доброволец в Руската армия.,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.82,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
Няма ли някой да обясни на това нещо че ние сме в ЕС и не можем да кажем самостоятелно ние това или онова трябва тези неща да се съгласуват щото говорим неща ей така да има какво да се каже за предизборни глупости,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.92,раздразнение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
Какво ще договаряш с държава обявила те за враг?,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.82,недоверие,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
На тия избори 7%... на следващите наесен 3.7%. Следва прокурорска проверка на морския имот на Вожда.,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.78,сарказъм,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #1 от ""Последния Софиянец"": Вярно е че всеки Трети Снаряд на Украйна е произведен в БГ,но Укпайна СИ ПЛАЩА в Твърда валута за това.И възниква въпроса кое е по-добре - да не сме обявени за ""Вражеска държава"" от Русия,или да ни е ПЪЛНО ПОРТМОНЕТО?Със активиране нановага ЖП-Линия България-Украйна обаче се откриват Нови Хоризонти за Оръжейният ни бизнес МАСИВНО ПОДКРЕПЕН от Новия Немски Завод у Нас,като идеята е не всеки Грети,а ВСЕКИ ВТОРИ Снаряд на Украинците да е Български!Дори можем да предложим и безплатна Екстра на Снарядите ни да пише ""Нах Остен"". Коментиран от #61 , #161 , #178",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.72,сарказъм,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
Прав е Костадинов ! Само Възраждане 8 ! Останалите партии са Турски Продажници .,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.78,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Пак ще гласувам за ПП-ДБ ! Майтап бе Уили, ще гласувам както винаги за възраждане! :) Коментиран от #182",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Позитивен,0.82,веселие,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Русия е производител на суров петрол, а в ЕС, който основно внася, половината от цената са такси и акцизи. С оглед на този факт и ниското БВП в руската федерация, цената на горивата им всъщност е доста висока.",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Неутрален,0.78,спокойствие,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
Смехурко.,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Позитивен,0.68,веселие,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
И какво ще договори при условие че в Сърбия и Унгария горивата са по скъпи отколкото у нас .А уж са големи приятели с Русия,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.78,скептицизъм,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Тук е абсолютно прав Костадинов.Дпговорка с Русия ще ни носи само полза,докато с укрите само вреда.Този гюрко се оказа продажен б.к.л.к . Коментиран от #59",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.82,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"Коце го играе проруски настроен, за да привлече по-вече гласове. Тук все още има такива които да му вярват. Но в Русия никой не контактува с него, защото знаят за кого играе :)",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.82,ирония,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
Тоз не е умен . Същия като Сидера . Най-хитър излезе Петя Волгин - дърпа си по 1000 евррака на ден и хич не му пука . :),https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.82,презрение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #27 от ""БГА Балкан"": Тоя бих го пуснал само във варницата!",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.92,гняв,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
ТЕЗИ ЛАКЪРДИИ МОГАТ ДА ФАНАТ ДЕКИШ САМО В НАСЕЛЕНИЕТО ИЗВЪН СОФИЙСКА ТАНГЕНТА... ТАМ КЪДЕТО СИ БОЯДИСВАТ ТРОТОАРИТЕ КАТО ЖП ПЕРОНИ....😀,https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.82,презрение,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
"До коментар #50 от ""Мимчят"": Ако не се съобразяваме с укрите, те ще ни потопят два танкера и тука ще сидим въобще без гориво. Няма да е по 2 евро, няма да е 5, нито по 10. Просто няма да има никакво гориво! Въобще! Такйа че, да не се репчим излишно, да не се наложи да ходим пеш за морето! Коментиран от #106",https://fakti.bg/bulgaria/1046486-kostadin-kostadinov-mojem-da-se-dogovorim-s-rusia,Костадин Костадинов: Можем да се договорим с Русия,Негативен,0.88,страх,Неутрален,0.65,спокойствие,Негативен,0.72,недоволство
