comment,sentiment,confidence,dominant_emotion,article_url
Свинята пеефска е най-големият провал на ДС!,Негативен,0.98,гняв,https://www.mediapool.bg/nai-predpochitanite-kandidat-deputati-kade-sa-liderite-news382547.html
Седем хиляди дебели лели още въздишат по кожения шлифер на Бойчето.,Негативен,0.78,насмешка,https://www.mediapool.bg/nai-predpochitanite-kandidat-deputati-kade-sa-liderite-news382547.html
"Хе хе, Свинята любимец на ромите, ама докато раздава парици.. :)) Сега е време някой да го утепа.",Негативен,0.98,омраза,https://www.mediapool.bg/nema-pari-i-ne-glasuvat-peevski-veche-ne-e-lyubimets-na-romite-v-blagoevgrad-news382546.html
"Не мога да разбера - чета заглавието и оставам с впечатление, че хората не са гласували, защото не им е било платено! После чета надолу - ами гласували са ама за друг както е в цялата държава. И се питам сега хем не са им платили, хем са гласували, хем ""нема пари и не гласуват"" и как по-точно се вписва заглавието с информацията под него... Май четене с разбиране не ни е силната страна! То трябва малко мозък и за пропаганда не да препишеш данните от ЦИК и да плеснеш едно ""скандално"" заглавие...",Негативен,0.93,раздразнение,https://www.mediapool.bg/nema-pari-i-ne-glasuvat-peevski-veche-ne-e-lyubimets-na-romite-v-blagoevgrad-news382546.html
Ама затова пък ПП пак е пред ДПС - Радост! А това че Путин идва за 4 години не ги вълнува много!,Негативен,0.78,разочарование,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
Язък дето бихте циганите пак трето място за 8 път! Деца на зеления чорап!,Негативен,0.93,презрение,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
"Направили са си делко със спонсорите!Има и смекчаващи вината обстоятелства-доста от тях са взели изпитите си без да се явяват....Като аферата в ЮЗУ където съдят професора открил,че не той се е подписвал за взети изпити и сега му отмъщават ,че е разкрил далаверата с измислени юристи.Би трябвало дипломите им да се обявят за невалидни,но тогава трябва да уволнят фалшивите прокурори с такива дипломи,да паднат постановления и обвинения и т.м.Перфектна измама!",Негативен,0.96,възмущение,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
Всички прекратени вероятно са на свинско с тиква.,Неутрален,0.62,неутралност,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
и това не помогна на cвuнята ;-),Негативен,0.78,сарказъм,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
"Cartoon, каква е връзката, между прокуратура и земетресение?Неизпити навреме хапчета...?",Негативен,0.78,подигравка,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
как няма ги прекрати кат са били шарлатански пиар,Негативен,0.86,възмущение,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
Сарафов - почетен и пожизнен прокурор! ;),Негативен,0.62,ирония,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
"В такъв голям медиен сайт да се бърка ""и"" с ""й"" е срамота. Грамотността ви върви към циганско ниво.",Негативен,0.96,гняв,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
"???? ОБНОВЕНА: Трусът в Япония е бил с магнитуд 7.7 по Рихтер, властите предупреждават за: 'mega-quake' (мега-земетресение) и евакуират 170 000 души! ???????????? (Обновена: Понеделник, 20 април 2026 г. ???? 18:00 ч.) Ситуацията в Япония се развива изключително динамично. Японската метеорологична агенция официално повиши магнитуда на днешното земетресение от 7.5 на 7.7 по скалата на Рихтер. Заповеди за евакуация бяха издадени за над 170 000 души, а премиерът призова гражданите да носят със себе …Прочети целия коментар си запаси от първа необходимост през следващата седмица заради риск от още по-опустошителен трус. Ето най-новото и важно развитие на ситуацията до момента: ???? МАГНИТУД 7.7 И ВТОРИЧНИ ТРУСОВЕ: Първоначалните данни за магнитуд 7.4 и 7.5 бяха категорично коригирани нагоре. Вече са регистрирани поне два силни вторични труса (афтършока) с магнитуд около 5.6 край бреговете на префектура Ивате. ⚠️ ОПАСНОСТ ОТ ""МЕГА-ТРУС"": Японският премиер Санае Такаичи отправи безпрецедентен призив: ""За около една седмица, като специална предпазна мярка... моля, поддържайте готовност за незабавна евакуация и носете аварийни запаси по всяко време."" Властите се опасяват от отключването на т.нар. мега-земетресение. ????‍♂️ НАД 170 000 ЕВАКУИРАНИ И ПЪРВИ ПОСТРАДАЛ: Властите наредиха масова евакуация в префектурите Хокайдо, Аомори, Ивате, Мияги и Фукушима. До момента няма данни за мащабни разрушения. Регистриран е само един леко пострадал – мъж на над 60 години, който е паднал по стълбите в дома си в Хачинохе. ???? ЦУНАМИ – ОПАСНОСТТА ОСТАВА: Предупрежденията за 3-метрови вълни бяха леко понижени (до момента няма вълна над 1 метър). Въпреки това, експертите са категорични, че няма място за успокоение. Д-р Йоанис Кармпадакис от Imperial College London обяснява: ""Цунамито няма нужда да е високо като кула, за да причини щети. Истинската опасност са бързо движещите се водни маси и мощните течения, които разбиват лодки и нахлуват дълбоко в пристанища и реки."" ☢️ ЯДРЕНИТЕ ЦЕНТРАЛИ СА НЕЗАСЕГНАТИ: Международната агенция за атомна енергия (МААЕ) и местният регулатор официално потвърдиха, че няма абсолютно никакви аномалии и течове в японските ядрени съоръжения, включително и във Фукушима. ???????? БРИТАНСКИ МИНИСТЪР В ТОКИО: Британският външен министър Ивет Купър се намира в Токио за стратегически преговори. Нейната визита не е засегната от труса и програмата ѝ продължава. ➖ ➖ ➖ ???? КОНТЕКСТ: СУПЕР-СИСТЕМАТА ""S-NET"" Япония разполага с една от най-модерните системи за ранно предупреждение в света. Миналия юни страната завърши своята подводна мрежа ""s-net"" – 150 сеизмометъра и сензори за налягане, свързани с 5500 км кабели по дъното на океана, които дават на хората безценни секунди за реакция преди удара. ???? Пълната информация и развитието на ситуацията четете в нашия сайт. Линкът е в първия коментар. ???? ➖ ➖ ➖ ⚖️ РЕДАКЦИОННА БЕЛЕЖКА: ???? Данни: Официална информация от Японската метеорологична агенция (JMA), МААЕ и международния обмен. ???? Изображения: Тематично-илюстративен авторски генериран колаж. © Novini London #NoviniLondon #Япония #Земетресение #Цунами #МегаТрус #Извънредно #Светът #Новини",Негативен,0.94,тревога,https://www.mediapool.bg/prokuraturata-e-prekratila-nad-23-ot-prepiskite-za-kupuvane-na-glasove-news382544.html
"Аз също смятам, че членството на България в ЕС не е под въпрос. Радев е нужен на Путин вътре в ЕС - да го провокира, дестабилизира и да играе ролята на троянски кон.",Негативен,0.86,тревога,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
Дали? Нали за това го лансираха,Негативен,0.62,скептицизъм,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
"Вероятно сте прав, че е гъзка. Аз я нарекох кокошка малко прибързано, признавам си.",Негативен,0.78,разкаяние,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
"Тая гъска Чернева трябва да е в затвора след като се разбра какви ги е вършила с македонистите. Защо за тая гъска няма ли закони ,това ли е европейското :/",Негативен,0.98,гняв,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
"Искрено се надявам Радев да направи повече от онези неща, които във вашия либерален файтон наричате ""бели""!",Негативен,0.78,презрение,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
"Коя беше тази кoкoшкa Веселка Черньова, и защо си въобразява, че има правото да говори от името на ""обществото""?",Негативен,0.95,гняв,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
"Споко ! Румен Орбан само се базика с петата колона. Иначе е заклет демократ, натовец и европеец ...",Негативен,0.74,ирония,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
"По принцип Радев винаги така го е играл. По-краен вкъщи и по-умерен навън. Но въпросът е и какво прави, а не само казва. А сега много бели може да направи под най-благовидни претексти.",Негативен,0.82,тревога,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
Къде е това БРЮМ бе? Няма го на картата? Да не е БРЪМ покрай бръмбарите в главата ти? А в глава 1-на от НК не пише ли нещо за подписващите договори като тоя с Боташ?,Негативен,0.88,гняв,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
"Естествено, че няма да е тази мишка.",Негативен,0.62,раздразнение,https://www.mediapool.bg/radev-nyama-da-e-nov-orban-pone-navan-spored-evropeiskiya-savet-za-vanshna-politika-news382542.html
Превъзходен/трезв поглед върху действителността. Но народът не бива да се обезверява. Нито крачка назад! ............................................................................................................................. Туй беше отговор на мнение номер 1.,Позитивен,0.86,решителност,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
"От кога го чакаме ! Любимецът на цяла България, Гълъб Донев ! Най-накрая, един по-велик и от великият Бойко !!! ""Оправяч"" на държавните дела ! Край на проблемите!",Негативен,0.78,сарказъм,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
"Кога възнамерява Радев да въведе отново ""изходни визи"" за пътуване на Запад?",Негативен,0.72,недоволство,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
"Хората толкова много искаха да се отърват от двете прасета, че дадоха властта на хора подписали ""Боташ"", най-унизителния договор в новата БГ история. Хзйде да видим сега ще вкарват ли газ от там, като досега все нещо пречеше... Хората гласували за Радев да следят този въпрос защото някой накрая ще плати сметката. Тъжна история и жалко за България :(",Негативен,0.96,разочарование,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
Колко ли партенки се набутаха в парламента,Негативен,0.86,разочарование,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
"Избирателите овластиха Радев, без да знаят кой знае колко за хората в листите му. Но сега предстои да ги гледат и да им сърбат попарата. За мен ""Гълъб Донев"" е синоним на ""договорът с Боташ"" по който доколкото разбирам България досега не е плащала задълженията си. Ами ако си ги изискат или ни осъдят да платим?",Негативен,0.9,тревога,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
Напълниха парламента с фелтфебели! :(,Негативен,0.95,разочарование,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
Доживяхме дърт политофицер да оглави НС.,Негативен,0.95,презрение,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
"Не си ли разбрал още? Комунистическата! Така става, когато гризачите са много, а сиринцето е едно.",Негативен,0.88,презрение,https://www.mediapool.bg/sindikatite-ochakvat-galab-donev-da-oglavi-narodnoto-sabranie-news382540.html
След победата на Радев доматите веднага паднаха до 8:50Ев.,Неутрален,0.65,спокойствие,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"Всички под 4-те %, без Дивана, са се уредили със субсидийка и ще папкат бял хляб с кюфте през цялата година.",Негативен,0.82,ирония,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"Намекваш, че тези фондове служат да купуват подчинение у местните крадци?",Негативен,0.82,подозрение,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"А петроханци в потрес! Така ви искам.. В ъгъла, скимтейки, без от вас нищо да зависи.",Негативен,0.96,презрение,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"Ха-ха, опит имали.. Като имат що ония 90 млрд не са при 404?!Що не конфискуваха руските активи, ммм?! Имат те , празните манерки на Каите и Урсулите .",Негативен,0.92,презрение,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"Тук няма благодарности, само кучетата са благодарни на господарите си. Тук има демонтаж , и ще го усетите ., за всяко нещо си има време",Негативен,0.92,гняв,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"Вярно е, че имат важни задачи, даже зная едната - Радев да се отблагодари на Борисов, че го направи президент, като му даде за опонент неизбираемата Цецка Цачева.",Негативен,0.78,сарказъм,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"Боклучаци, това нищо не става от това",Негативен,0.98,гняв,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
Помиарско антибългарско племе. Няма какво човек да си трови нервите с тия утайки. Българите сега имат пълно мнозинство в парламента и имат важни задачи. С тая античовешка измет човек повече не трябва да си губи времето,Негативен,0.99,гняв,https://www.mediapool.bg/pri-100-obraboteni-protokoli-radev-s-palno-mnozinstvo-gerb-izprevari-pp-db-news382524.html
"Драги ПП зомбита, умственият ви багаж е доста ограничен, така че не осъзнавате огромната загуба. Още се занимавате с Борисов и Пеевски а Радев - Путин вече ви стъпва на врата! Честито!",Негативен,0.97,гняв,https://www.mediapool.bg/radev-pecheli-nad-222-000-glasa-v-sofiya-borisov-e-golemiyat-gubesht-news382535.html
"Борисов верно губи няколко милиарда ама бълха го ухапала, с Гуци завлякоха доста повече предишните години. Обаче го е яд на МВР, той им вдигна заплатите а тия неблагодарници не го оставиха да пазарува предизборно!",Негативен,0.92,възмущение,https://www.mediapool.bg/radev-pecheli-nad-222-000-glasa-v-sofiya-borisov-e-golemiyat-gubesht-news382535.html
Явно във всички МИР-ове в София избирателите са направили мъдър избор. Да ги поздравим! Честито!,Позитивен,0.96,радост,https://www.mediapool.bg/radev-pecheli-nad-222-000-glasa-v-sofiya-borisov-e-golemiyat-gubesht-news382535.html
"Ха, ха, ха! Да кажем нещо!",Позитивен,0.78,веселие,https://www.mediapool.bg/radev-pecheli-nad-222-000-glasa-v-sofiya-borisov-e-golemiyat-gubesht-news382535.html
"боко ""спечели"" само това, че сега пээфски шси го извади от зagника му, за да се погрижи за своя . . . такъв (((((-:",Негативен,0.92,презрение,https://www.mediapool.bg/radev-pecheli-nad-222-000-glasa-v-sofiya-borisov-e-golemiyat-gubesht-news382535.html
..И то при цялото плюене по ПП-ДБ от почти всички останали!,Негативен,0.82,възмущение,https://www.mediapool.bg/radev-pecheli-nad-222-000-glasa-v-sofiya-borisov-e-golemiyat-gubesht-news382535.html
"Янкулов е прав .Ако в първите дни на НС се направи промяна в закона,визиращ временно изпълняващи, че 6 м. срок важи и за заварените на тези длъжности ,въпроса със САРАФОВ е решен.Може да се допълни и ,че нарушителите на този закон носят наказателна отговорност.",Неутрален,0.72,увереност,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
"Е колкото и да са бързи промените, ти, Андрейчо, ще ги гледаш по телевизията.",Негативен,0.82,презрение,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
"Охо,медията вече реже коментари!Започна се със сакатлъка.",Негативен,0.92,раздразнение,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
"Какво ще правят Янкулов, майка му и Вси светии, ако този ""Квазимодо"" не седне на мястото на идиоте Сарафов!? Въпрос за милиони?!",Негативен,0.88,гняв,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
"Е защо така? На бас, че не го познаваш! Просто безнаказано и страхливо плюеш зад анинимността на ник-а. Жалка работа…",Негативен,0.96,гняв,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
Една гащА ПЛЯВА ДА Ги ибеш на нашта магари. Анадънму?,Негативен,0.92,гняв,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
"Наивен, смешен, некадърен шарлатанин е този на снимката! ;)",Негативен,0.95,презрение,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
"Това май го е написал в ""програмата"" си. Но нищо не мъцва за безкрайните правомощия на главния прокурор като институция. Аз това го разбирам като да иска да си сложи собствен Сараф.",Негативен,0.88,недоверие,https://www.mediapool.bg/andrei-yankulov-prizova-za-barzi-promeni-v-prokuraturata-news382532.html
"И към Пекин - че там икономиката супер успешна, рече клепоухия руZки шуряк.",Негативен,0.82,презрение,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
"Когато двама човека мислят еднакво, единият не мисли. В случая електоратът не мисли. Моисей с Шкодата ще оправи нещата! Та той е президент! :D:D:D:D:D",Негативен,0.86,сарказъм,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
Първата стъпка към новия мафиотски модел и към МАсква.,Негативен,0.88,тревога,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
"Така де, а боташа ще бори монополите!",Негативен,0.72,недоверие,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
"Не драги, цензурата е ваш монопол.",Негативен,0.86,възмущение,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
"Както е написал Пушкин за ""освободените"" от руските поробители народи, сред които за проклетия е и нашия: и наследяват те от род във рода, хомот с дрънкулките и бича.",Негативен,0.95,гняв,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
"Да, след първата стъпка следва втората и третата към Кремъл.",Неутрален,0.72,очакване,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
"Ако “дълбокият“ план е в дългосрочна перспектива България да бъде извадена от ЕС, това ще проличи с първите решения на новото правителство. Ако започнат - за да изпълнят предизборните си обещания - масирани бюджетни преразпределения и държавна регулация на цените, увеличени социални харчове, увеличения на пенсиите и енергийните субсидии, това неминуемо ще доведе до конфликти с европейските институции. Такава политика ще бъде поддържана до момента, когато прогерсивните елементи ще решат, че повече така не може да продължава и трябва да се махаме от този съюз, който само пречи на правителството да управлява справедливо.",Негативен,0.82,тревога,https://www.mediapool.bg/radev-tova-e-samo-parvata-stapka-news382531.html
Тръпна в очакване да прочета дълбокомисления анализ на изборите от титана на мисълта Христо Гроздев.,Негативен,0.82,ирония,https://www.mediapool.bg/dezinformatsionna-kampaniya-sreshtu-mashinite-i-kiberataka-news382529.html
"Пич, ти сигурно се шегуваш? Освен ако не тръгнат да избират главен прокурор от списъка отзад напред.",Негативен,0.82,ирония,https://www.mediapool.bg/dezinformatsionna-kampaniya-sreshtu-mashinite-i-kiberataka-news382529.html
"Блиц и ПИК бяха пълни със заглавия като ""Пълен провал на машините"" ,""Един гласува 3 пъти на машина"" и т.н. Такива от лъжата живеят.",Негативен,0.92,гняв,https://www.mediapool.bg/dezinformatsionna-kampaniya-sreshtu-mashinite-i-kiberataka-news382529.html
"Емил Дечев, доказано работи. Сега за да си довърши започнатото - главен прокурор.",Позитивен,0.86,одобрение,https://www.mediapool.bg/dezinformatsionna-kampaniya-sreshtu-mashinite-i-kiberataka-news382529.html
"Кибер атака, де никой не разбрал за нея. Толкоз бързо станало сичко, че даже тоя, де я неутрализирал, не разбрал хахахаха.",Позитивен,0.72,забавление,https://www.mediapool.bg/dezinformatsionna-kampaniya-sreshtu-mashinite-i-kiberataka-news382529.html
Лоши машини. Губят избори. Мадуровки. Затуй го прибра Тръмп.,Негативен,0.86,презрение,https://www.mediapool.bg/dezinformatsionna-kampaniya-sreshtu-mashinite-i-kiberataka-news382529.html
"Балансирането на Гадев се нарича ""от два стола на земята"".",Негативен,0.82,разочарование,https://www.mediapool.bg/frans-pres-po-evropeiskite-vaprosi-radev-balansira-varhu-opanato-vazhe-news382528.html
"Ако не се научим да се пазим от руските човекоядци, никакви богове няма да ни опазят.",Негативен,0.95,страх,https://www.mediapool.bg/frans-pres-po-evropeiskite-vaprosi-radev-balansira-varhu-opanato-vazhe-news382528.html
"Той прави коремни преси без корем, бе. И лицеви опори без ръце докато кара самолета :-)",Позитивен,0.86,забавление,https://www.mediapool.bg/frans-pres-po-evropeiskite-vaprosi-radev-balansira-varhu-opanato-vazhe-news382528.html
Щото пък Макрон цепи с 200.,Негативен,0.65,ирония,https://www.mediapool.bg/frans-pres-po-evropeiskite-vaprosi-radev-balansira-varhu-opanato-vazhe-news382528.html
"Радев има жълто паве с неговото име готово да полети в секундата, в която се помисли за големия геополитик. България е Европа и Европа е България. Тия малоумни чугунени идеи за братска рашия да си ги пази за самотните нощи.",Негативен,0.92,гняв,https://www.mediapool.bg/frans-pres-po-evropeiskite-vaprosi-radev-balansira-varhu-opanato-vazhe-news382528.html
Бог да пази България!,Позитивен,0.9,надежда,https://www.mediapool.bg/frans-pres-po-evropeiskite-vaprosi-radev-balansira-varhu-opanato-vazhe-news382528.html
Сламеният служебен премиер - мафия! Провежда честни избори! ;),Негативен,0.86,гняв,https://www.mediapool.bg/skandiraniya-mafiya-pred-sektsiya-v-london-news382525.html
Приличат на римляни.,Неутрален,0.95,неутралност,https://www.mediapool.bg/skandiraniya-mafiya-pred-sektsiya-v-london-news382525.html
"Майко, колко сте неграмотни! А вече работите на компютър! Ако светът чакаше на такива като вас, компютъра щеше да бъде открит и изработен след 10 века!",Негативен,0.98,презрение,https://www.mediapool.bg/skandiraniya-mafiya-pred-sektsiya-v-london-news382525.html
"Имаше ли гласували в Лондон за партии, които приеха дискриминационния закон, с който ги лишиха от право на глас и ги принудиха да висят цял ден! Или може би накои от тях пуснаха гласа си за болшевика Радев?",Негативен,0.88,гняв,https://www.mediapool.bg/skandiraniya-mafiya-pred-sektsiya-v-london-news382525.html
"Мда, жалко, те тия, които ги показаха в репортажа ми изглеждаха супер прогресивни типове.",Негативен,0.78,разочарование,https://www.mediapool.bg/skandiraniya-mafiya-pred-sektsiya-v-london-news382525.html
"явно българските ""англичани"" не схващат, че целта е не на тях да им ограничат вота, а да намалят платения глас на българските турци в Турция. В резултат на намаляването на броя на избирателните секции в чужбина, в тази изборна кампания беше орязан на 50% турския вот и намалена наполовина тежестта на ДПС в бългрската политика. Като гражданин живеещ в БГ, предпочитам да имам по-малко Пеевски в страната си, отколкото повече гласували българи в Лондон - I'll take that any day now!",Позитивен,0.62,удовлетворение,https://www.mediapool.bg/skandiraniya-mafiya-pred-sektsiya-v-london-news382525.html
";-) със спечелените 0,7% на изборите тошко е вече . . . 'агент 0,07' ;-) . . . А данчуМентата е само две нули - демек: keнeф (тип - турско клекало)",Негативен,0.93,презрение,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
Последно Цонев предложи намаление на данъците на хазарта!,Неутрален,0.62,изненада,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
"Една хубава новина. Две продажни, корумпирани и неморални същества няма да ги гледаме всеки ден. Ментата трябва да го разследват за крупни кражби, но не съм никак оптимист.",Негативен,0.86,гняв,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
"За мен това е най радостната вест от изборите. Данчо Ментата щеше да се пенсионира в НС, а за тая злобарка Костадинова, е малко това , че не стана депутат от ДПС!",Позитивен,0.82,злорадство,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
"Всеки път, в коя да е медия прочета тази новина и новината, че Тошко семето са извън парламента, си сипвам едно малко!",Позитивен,0.82,радост,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
"Е, как къде - в Барселона. Дето си няма ни хасиенда, ни джуконда, сиромах-безсребърник. Ще изчака площада да напъди рундю каZачок-БОТАША и да се върне на бял кон като премиерин. Или барем като прЭзидентин. Зер от него няма по-зъслужил към маЦква - КТБ, Банкянски паток, Белене, Бс-Александруполис, лодките, шезлонгите, кученцата...",Негативен,0.92,презрение,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
"леле какъв кеф! данчо ментата и тази кобила, която се снима със свинята. хахаха!",Негативен,0.78,присмех,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
Този селски тарикат този път е объркал сметките.,Негативен,0.92,презрение,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
Мишока отече в канала. Данчо вече няма да те притесняват в парламента разните младежи. Обаче как ще ходиш по улиците незнам.,Негативен,0.88,злорадство,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
"Променят се хората с времето. Ей на, погледнете писателя от герб, забравих му името. Бе дет' си смени прическата и все се тика към трибуната. Някои други се усетиха и се възгещисват в последно време. Безнадеждните случаи са залепени за бх. Очакват да наследят тайфата, пък и в родните им места никой не ги бръсне.",Негативен,0.86,презрение,https://www.mediapool.bg/yordan-tsonev-i-stefka-kostadinova-ostavat-izvan-parlamenta-news382552.html
"Е, имееть си хась! Ка щяло да не близък с Русия, когато именно Русия (чрез ген. Леонид Решетников) го вкара политичеслкия оборот през 2016-та?!",Негативен,0.86,възмущение,https://www.mediapool.bg/radev-e-po-blizo-do-rusiya-ot-vseki-drug-skoroshen-balgarski-premier-news382523.html
"Не разбрахте ли, че Ганчо балкански люби Расия и никой не може да му забрани! Нашенецът не можел да живее в Германия, защото имало ред и правила, които се спазват от всички! Той обича хаоса, безпорядъка, счупените плочки и калта по обувките! Ганьовеца си обича комунизма, привидното равенство и силно мрази съседа, който е направил пари по сравнително честен начин! Така е било и така ще бъде!",Негативен,0.96,гняв,https://www.mediapool.bg/radev-e-po-blizo-do-rusiya-ot-vseki-drug-skoroshen-balgarski-premier-news382523.html
ппдп е основно шопска партия.,Неутрален,0.78,неутралност,https://www.mediapool.bg/radev-e-po-blizo-do-rusiya-ot-vseki-drug-skoroshen-balgarski-premier-news382523.html
"бх връвеше по руската гайда изцяло, ма сега г-н Радев ша ожъне лаврите. Не е справедливо.",Негативен,0.86,разочарование,https://www.mediapool.bg/radev-e-po-blizo-do-rusiya-ot-vseki-drug-skoroshen-balgarski-premier-news382523.html
"Мда... Демокрацията е проблем, когато народът е mъn. Служебното правителство, като никога, си свърши работата и даде възможност на избирателите да си кажат думата. И те лъснаха в цялата си необозрима глynocm. Сега: вся власт съветов. И гисподинът, който ни набута pekmaлно договорчето с Боташ, през пак служебно правителство, прибира вазелина. Няма да го ползва тоя път. Ще ви оправят, българи. Нали това искате?",Негативен,0.96,гняв,https://www.mediapool.bg/radev-e-po-blizo-do-rusiya-ot-vseki-drug-skoroshen-balgarski-premier-news382523.html
